Filename,Time (ps),LJ Energy (kJ/mol),Distance (nm)
dhdl_modified_85.xvg,0.0,6109680107520.0,0.085
dhdl_modified_86.xvg,0.0,5318242729984.0,0.086
dhdl_modified_87.xvg,0.0,4636693495808.0,0.087
dhdl_modified_88.xvg,0.0,4048739368960.0,0.088
dhdl_modified_89.xvg,0.0,3540706394112.0,0.089
dhdl_modified_90.xvg,0.0,3101009117184.0,0.09
dhdl_modified_91.xvg,0.0,2719856984064.0,0.091
dhdl_modified_92.xvg,0.0,2388932952064.0,0.092
dhdl_modified_93.xvg,0.0,2101188755456.0,0.093
dhdl_modified_94.xvg,0.0,1850618675200.0,0.094
dhdl_modified_95.xvg,0.0,1632093077504.0,0.095
dhdl_modified_96.xvg,0.0,1441248313344.0,0.096
dhdl_modified_97.xvg,0.0,1274343981056.0,0.097
dhdl_modified_98.xvg,0.0,1128176025600.0,0.098
dhdl_modified_99.xvg,0.0,999998226432.0,0.099
dhdl_modified_100.xvg,0.0,887446503424.0,0.1
dhdl_modified_101.xvg,0.0,788491272192.0,0.101
dhdl_modified_102.xvg,0.0,701379313664.0,0.102
dhdl_modified_103.xvg,0.0,624597401600.0,0.103
dhdl_modified_104.xvg,0.0,556836782080.0,0.104
dhdl_modified_105.xvg,0.0,496968368128.0,0.105
dhdl_modified_106.xvg,0.0,444011511808.0,0.106
dhdl_modified_107.xvg,0.0,397113065472.0,0.107
dhdl_modified_108.xvg,0.0,355533979648.0,0.108
dhdl_modified_109.xvg,0.0,318630690816.0,0.109
dhdl_modified_110.xvg,0.0,285840343040.0,0.11
dhdl_modified_111.xvg,0.0,256674627584.0,0.111
dhdl_modified_112.xvg,0.0,230705512448.0,0.112
dhdl_modified_113.xvg,0.0,207558705152.0,0.113
dhdl_modified_114.xvg,0.0,186906935296.0,0.114
dhdl_modified_115.xvg,0.0,168462352384.0,0.115
dhdl_modified_116.xvg,0.0,151973904384.0,0.116
dhdl_modified_117.xvg,0.0,137219088384.0,0.117
dhdl_modified_118.xvg,0.0,124003835904.0,0.118
dhdl_modified_119.xvg,0.0,112156442624.0,0.119
dhdl_modified_120.xvg,0.0,101525217280.0,0.12
dhdl_modified_121.xvg,0.0,91977220096.0,0.121
dhdl_modified_122.xvg,0.0,83394428928.0,0.122
dhdl_modified_123.xvg,0.0,75672535040.0,0.123
dhdl_modified_124.xvg,0.0,68719214592.0,0.124
dhdl_modified_125.xvg,0.0,62452846592.0,0.125
dhdl_modified_126.xvg,0.0,56800600064.0,0.126
dhdl_modified_127.xvg,0.0,51698597888.0,0.127
dhdl_modified_128.xvg,0.0,47089209344.0,0.128
dhdl_modified_129.xvg,0.0,42921783296.0,0.129
dhdl_modified_130.xvg,0.0,39150927872.0,0.13
dhdl_modified_131.xvg,0.0,35736346624.0,0.131
dhdl_modified_132.xvg,0.0,32642080768.0,0.132
dhdl_modified_133.xvg,0.0,29835933696.0,0.133
dhdl_modified_134.xvg,0.0,27289300992.0,0.134
dhdl_modified_135.xvg,0.0,24976379904.0,0.135
dhdl_modified_136.xvg,0.0,22874421248.0,0.136
dhdl_modified_137.xvg,0.0,20962695168.0,0.137
dhdl_modified_138.xvg,0.0,19222906880.0,0.138
dhdl_modified_139.xvg,0.0,17638471680.0,0.139
dhdl_modified_140.xvg,0.0,16194470912.0,0.14
dhdl_modified_141.xvg,0.0,14877729792.0,0.141
dhdl_modified_142.xvg,0.0,13676141568.0,0.142
dhdl_modified_143.xvg,0.0,12579006464.0,0.143
dhdl_modified_144.xvg,0.0,11576551424.0,0.144
dhdl_modified_145.xvg,0.0,10660099072.0,0.145
dhdl_modified_146.xvg,0.0,9821737984.0,0.146
dhdl_modified_147.xvg,0.0,9054301184.0,0.147
dhdl_modified_148.xvg,0.0,8351417344.0,0.148
dhdl_modified_149.xvg,0.0,7707257856.0,0.149
dhdl_modified_150.xvg,0.0,7116576768.0,0.15
dhdl_modified_151.xvg,0.0,6574625792.0,0.151
dhdl_modified_152.xvg,0.0,6077112320.0,0.152
dhdl_modified_153.xvg,0.0,5620113408.0,0.153
dhdl_modified_154.xvg,0.0,5200118272.0,0.154
dhdl_modified_155.xvg,0.0,4813905920.0,0.155
dhdl_modified_156.xvg,0.0,4458590720.0,0.156
dhdl_modified_157.xvg,0.0,4131503872.0,0.157
dhdl_modified_158.xvg,0.0,3830248192.0,0.158
dhdl_modified_159.xvg,0.0,3552654080.0,0.159
dhdl_modified_160.xvg,0.0,3296713216.0,0.16
dhdl_modified_161.xvg,0.0,3060636160.0,0.161
dhdl_modified_162.xvg,0.0,2842759168.0,0.162
dhdl_modified_163.xvg,0.0,2641588992.0,0.163
dhdl_modified_164.xvg,0.0,2455748352.0,0.164
dhdl_modified_165.xvg,0.0,2283986944.0,0.165
dhdl_modified_166.xvg,0.0,2125167616.0,0.166
dhdl_modified_167.xvg,0.0,1978238336.0,0.167
dhdl_modified_168.xvg,0.0,1842252160.0,0.168
dhdl_modified_169.xvg,0.0,1716334464.0,0.169
dhdl_modified_170.xvg,0.0,1599690496.0,0.17
dhdl_modified_171.xvg,0.0,1491579776.0,0.171
dhdl_modified_172.xvg,0.0,1391344256.0,0.172
dhdl_modified_173.xvg,0.0,1298366208.0,0.173
dhdl_modified_174.xvg,0.0,1212078208.0,0.174
dhdl_modified_175.xvg,0.0,1131969408.0,0.175
dhdl_modified_176.xvg,0.0,1057564352.0,0.176
dhdl_modified_177.xvg,0.0,988430784.0,0.177
dhdl_modified_178.xvg,0.0,924162624.0,0.178
dhdl_modified_179.xvg,0.0,864400320.0,0.179
dhdl_modified_180.xvg,0.0,808802944.0,0.18
dhdl_modified_181.xvg,0.0,757055232.0,0.181
dhdl_modified_182.xvg,0.0,708876608.0,0.182
dhdl_modified_183.xvg,0.0,664000960.0,0.183
dhdl_modified_184.xvg,0.0,622188416.0,0.184
dhdl_modified_185.xvg,0.0,583211840.0,0.185
dhdl_modified_186.xvg,0.0,546867200.0,0.186
dhdl_modified_187.xvg,0.0,512963200.0,0.187
dhdl_modified_188.xvg,0.0,481324960.0,0.188
dhdl_modified_189.xvg,0.0,451789632.0,0.189
dhdl_modified_190.xvg,0.0,424207520.0,0.19
dhdl_modified_191.xvg,0.0,398440064.0,0.191
dhdl_modified_192.xvg,0.0,374359840.0,0.192
dhdl_modified_193.xvg,0.0,351848800.0,0.193
dhdl_modified_194.xvg,0.0,330796192.0,0.194
dhdl_modified_195.xvg,0.0,311101408.0,0.195
dhdl_modified_196.xvg,0.0,292671296.0,0.196
dhdl_modified_197.xvg,0.0,275417248.0,0.197
dhdl_modified_198.xvg,0.0,259260272.0,0.198
dhdl_modified_199.xvg,0.0,244124800.0,0.199
dhdl_modified_200.xvg,0.0,229942160.0,0.2
dhdl_modified_201.xvg,0.0,216647552.0,0.201
dhdl_modified_202.xvg,0.0,204181872.0,0.202
dhdl_modified_203.xvg,0.0,192489376.0,0.203
dhdl_modified_204.xvg,0.0,181518560.0,0.204
dhdl_modified_205.xvg,0.0,171222144.0,0.205
dhdl_modified_206.xvg,0.0,161555008.0,0.206
dhdl_modified_207.xvg,0.0,152477040.0,0.207
dhdl_modified_208.xvg,0.0,143948848.0,0.208
dhdl_modified_209.xvg,0.0,135934672.0,0.209
dhdl_modified_210.xvg,0.0,128402064.0,0.21
dhdl_modified_211.xvg,0.0,121319184.0,0.211
dhdl_modified_212.xvg,0.0,114657904.0,0.212
dhdl_modified_213.xvg,0.0,108390808.0,0.213
dhdl_modified_214.xvg,0.0,102493272.0,0.214
dhdl_modified_215.xvg,0.0,96941632.0,0.215
dhdl_modified_216.xvg,0.0,91714328.0,0.216
dhdl_modified_217.xvg,0.0,86791248.0,0.217
dhdl_modified_218.xvg,0.0,82152768.0,0.218
dhdl_modified_219.xvg,0.0,77781864.0,0.219
dhdl_modified_220.xvg,0.0,73661680.0,0.22
dhdl_modified_221.xvg,0.0,69777000.0,0.221
dhdl_modified_222.xvg,0.0,66113096.0,0.222
dhdl_modified_223.xvg,0.0,62656824.0,0.223
dhdl_modified_224.xvg,0.0,59395496.0,0.224
dhdl_modified_225.xvg,0.0,56317124.0,0.225
dhdl_modified_226.xvg,0.0,53410992.0,0.226
dhdl_modified_227.xvg,0.0,50666384.0,0.227
dhdl_modified_228.xvg,0.0,48074152.0,0.228
dhdl_modified_229.xvg,0.0,45624792.0,0.229
dhdl_modified_230.xvg,0.0,43310192.0,0.23
dhdl_modified_231.xvg,0.0,41122176.0,0.231
dhdl_modified_232.xvg,0.0,39053436.0,0.232
dhdl_modified_233.xvg,0.0,37096944.0,0.233
dhdl_modified_234.xvg,0.0,35246152.0,0.234
dhdl_modified_235.xvg,0.0,33494996.0,0.235
dhdl_modified_236.xvg,0.0,31837736.0,0.236
dhdl_modified_237.xvg,0.0,30268898.0,0.237
dhdl_modified_238.xvg,0.0,28783548.0,0.238
dhdl_modified_239.xvg,0.0,27376748.0,0.239
dhdl_modified_240.xvg,0.0,26044168.0,0.24
dhdl_modified_241.xvg,0.0,24781480.0,0.241
dhdl_modified_242.xvg,0.0,23584946.0,0.242
dhdl_modified_243.xvg,0.0,22450668.0,0.243
dhdl_modified_244.xvg,0.0,21375328.0,0.244
dhdl_modified_245.xvg,0.0,20355510.0,0.245
dhdl_modified_246.xvg,0.0,19388172.0,0.246
dhdl_modified_247.xvg,0.0,18470522.0,0.247
dhdl_modified_248.xvg,0.0,17599634.0,0.248
dhdl_modified_249.xvg,0.0,16773093.0,0.249
dhdl_modified_250.xvg,0.0,15988418.0,0.25
dhdl_modified_251.xvg,0.0,15243396.0,0.251
dhdl_modified_252.xvg,0.0,14535817.0,0.252
dhdl_modified_253.xvg,0.0,13863652.0,0.253
dhdl_modified_254.xvg,0.0,13225065.0,0.254
dhdl_modified_255.xvg,0.0,12618196.0,0.255
dhdl_modified_256.xvg,0.0,12041388.0,0.256
dhdl_modified_257.xvg,0.0,11493036.0,0.257
dhdl_modified_258.xvg,0.0,10971620.0,0.258
dhdl_modified_259.xvg,0.0,10475733.0,0.259
dhdl_modified_260.xvg,0.0,10004051.0,0.26
dhdl_modified_261.xvg,0.0,9555286.0,0.261
dhdl_modified_262.xvg,0.0,9128231.0,0.262
dhdl_modified_263.xvg,0.0,8721769.0,0.263
dhdl_modified_264.xvg,0.0,8334850.0,0.264
dhdl_modified_265.xvg,0.0,7966462.5,0.265
dhdl_modified_266.xvg,0.0,7615634.5,0.266
dhdl_modified_267.xvg,0.0,7281490.5,0.267
dhdl_modified_268.xvg,0.0,6963168.5,0.268
dhdl_modified_269.xvg,0.0,6659870.0,0.269
dhdl_modified_270.xvg,0.0,6370817.0,0.27
dhdl_modified_271.xvg,0.0,6095302.0,0.271
dhdl_modified_272.xvg,0.0,5832667.5,0.272
dhdl_modified_273.xvg,0.0,5582223.0,0.273
dhdl_modified_274.xvg,0.0,5343404.5,0.274
dhdl_modified_275.xvg,0.0,5115609.5,0.275
dhdl_modified_276.xvg,0.0,4898285.5,0.276
dhdl_modified_277.xvg,0.0,4690944.0,0.277
dhdl_modified_278.xvg,0.0,4493066.5,0.278
dhdl_modified_279.xvg,0.0,4304205.0,0.279
dhdl_modified_280.xvg,0.0,4123901.25,0.28
dhdl_modified_281.xvg,0.0,3951754.5,0.281
dhdl_modified_282.xvg,0.0,3787366.0,0.282
dhdl_modified_283.xvg,0.0,3630362.75,0.283
dhdl_modified_284.xvg,0.0,3480381.75,0.284
dhdl_modified_285.xvg,0.0,3337086.5,0.285
dhdl_modified_286.xvg,0.0,3200165.75,0.286
dhdl_modified_287.xvg,0.0,3069300.75,0.287
dhdl_modified_288.xvg,0.0,2944222.75,0.288
dhdl_modified_289.xvg,0.0,2824642.0,0.289
dhdl_modified_290.xvg,0.0,2710299.75,0.29
dhdl_modified_291.xvg,0.0,2600959.25,0.291
dhdl_modified_292.xvg,0.0,2496377.0,0.292
dhdl_modified_293.xvg,0.0,2396336.25,0.293
dhdl_modified_294.xvg,0.0,2300624.75,0.294
dhdl_modified_295.xvg,0.0,2209043.0,0.295
dhdl_modified_296.xvg,0.0,2121389.5,0.296
dhdl_modified_297.xvg,0.0,2037495.125,0.297
dhdl_modified_298.xvg,0.0,1957183.25,0.298
dhdl_modified_299.xvg,0.0,1880288.125,0.299
dhdl_modified_300.xvg,0.0,1806654.625,0.3
dhdl_modified_301.xvg,0.0,1736132.0,0.301
dhdl_modified_302.xvg,0.0,1668583.375,0.302
dhdl_modified_303.xvg,0.0,1603869.875,0.303
dhdl_modified_304.xvg,0.0,1541869.125,0.304
dhdl_modified_305.xvg,0.0,1482454.75,0.305
dhdl_modified_306.xvg,0.0,1425509.625,0.306
dhdl_modified_307.xvg,0.0,1370928.75,0.307
dhdl_modified_308.xvg,0.0,1318604.75,0.308
dhdl_modified_309.xvg,0.0,1268434.75,0.309
dhdl_modified_310.xvg,0.0,1220326.625,0.31
dhdl_modified_311.xvg,0.0,1174189.5,0.311
dhdl_modified_312.xvg,0.0,1129933.625,0.312
dhdl_modified_313.xvg,0.0,1087480.0,0.313
dhdl_modified_314.xvg,0.0,1046748.4375,0.314
dhdl_modified_315.xvg,0.0,1007661.375,0.315
dhdl_modified_316.xvg,0.0,970153.4375,0.316
dhdl_modified_317.xvg,0.0,934151.1875,0.317
dhdl_modified_318.xvg,0.0,899593.5625,0.318
dhdl_modified_319.xvg,0.0,866414.3125,0.319
dhdl_modified_320.xvg,0.0,834556.9375,0.32
dhdl_modified_321.xvg,0.0,803963.1875,0.321
dhdl_modified_322.xvg,0.0,774581.375,0.322
dhdl_modified_323.xvg,0.0,746358.5,0.323
dhdl_modified_324.xvg,0.0,719246.4375,0.324
dhdl_modified_325.xvg,0.0,693196.75,0.325
dhdl_modified_326.xvg,0.0,668167.0,0.326
dhdl_modified_327.xvg,0.0,644112.5,0.327
dhdl_modified_328.xvg,0.0,620992.8125,0.328
dhdl_modified_329.xvg,0.0,598768.75,0.329
dhdl_modified_330.xvg,0.0,577404.4375,0.33
dhdl_modified_331.xvg,0.0,556862.75,0.331
dhdl_modified_332.xvg,0.0,537110.1875,0.332
dhdl_modified_333.xvg,0.0,518114.5,0.333
dhdl_modified_334.xvg,0.0,499843.375,0.334
dhdl_modified_335.xvg,0.0,482268.4375,0.335
dhdl_modified_336.xvg,0.0,465360.375,0.336
dhdl_modified_337.xvg,0.0,449092.25,0.337
dhdl_modified_338.xvg,0.0,433438.78125,0.338
dhdl_modified_339.xvg,0.0,418373.90625,0.339
dhdl_modified_340.xvg,0.0,403874.5,0.34
dhdl_modified_341.xvg,0.0,389918.0625,0.341
dhdl_modified_342.xvg,0.0,376482.21875,0.342
dhdl_modified_343.xvg,0.0,363545.875,0.343
dhdl_modified_344.xvg,0.0,351089.5,0.344
dhdl_modified_345.xvg,0.0,339093.78125,0.345
dhdl_modified_346.xvg,0.0,327541.4375,0.346
dhdl_modified_347.xvg,0.0,316412.90625,0.347
dhdl_modified_348.xvg,0.0,305693.9375,0.348
dhdl_modified_349.xvg,0.0,295365.875,0.349
dhdl_modified_350.xvg,0.0,285415.25,0.35
dhdl_modified_351.xvg,0.0,275826.0625,0.351
dhdl_modified_352.xvg,0.0,266585.25,0.352
dhdl_modified_353.xvg,0.0,257678.078125,0.353
dhdl_modified_354.xvg,0.0,249092.71875,0.354
dhdl_modified_355.xvg,0.0,240816.359375,0.355
dhdl_modified_356.xvg,0.0,232836.453125,0.356
dhdl_modified_357.xvg,0.0,225142.171875,0.357
dhdl_modified_358.xvg,0.0,217722.671875,0.358
dhdl_modified_359.xvg,0.0,210566.84375,0.359
dhdl_modified_360.xvg,0.0,203665.015625,0.36
dhdl_modified_361.xvg,0.0,197007.59375,0.361
dhdl_modified_362.xvg,0.0,190585.015625,0.362
dhdl_modified_363.xvg,0.0,184388.5625,0.363
dhdl_modified_364.xvg,0.0,178409.578125,0.364
dhdl_modified_365.xvg,0.0,172639.890625,0.365
dhdl_modified_366.xvg,0.0,167071.59375,0.366
dhdl_modified_367.xvg,0.0,161697.421875,0.367
dhdl_modified_368.xvg,0.0,156509.703125,0.368
dhdl_modified_369.xvg,0.0,151501.65625,0.369
dhdl_modified_370.xvg,0.0,146666.640625,0.37
dhdl_modified_371.xvg,0.0,141998.078125,0.371
dhdl_modified_372.xvg,0.0,137490.234375,0.372
dhdl_modified_373.xvg,0.0,133136.640625,0.373
dhdl_modified_374.xvg,0.0,128931.976562,0.374
dhdl_modified_375.xvg,0.0,124870.625,0.375
dhdl_modified_376.xvg,0.0,120947.570312,0.376
dhdl_modified_377.xvg,0.0,117157.460938,0.377
dhdl_modified_378.xvg,0.0,113495.484375,0.378
dhdl_modified_379.xvg,0.0,109957.101562,0.379
dhdl_modified_380.xvg,0.0,106537.859375,0.38
dhdl_modified_381.xvg,0.0,103233.335938,0.381
dhdl_modified_382.xvg,0.0,100039.359375,0.382
dhdl_modified_383.xvg,0.0,96952.234375,0.383
dhdl_modified_384.xvg,0.0,93967.976562,0.384
dhdl_modified_385.xvg,0.0,91082.757812,0.385
dhdl_modified_386.xvg,0.0,88293.148438,0.386
dhdl_modified_387.xvg,0.0,85595.898438,0.387
dhdl_modified_388.xvg,0.0,82987.554688,0.388
dhdl_modified_389.xvg,0.0,80464.765625,0.389
dhdl_modified_390.xvg,0.0,78025.0625,0.39
dhdl_modified_391.xvg,0.0,75665.03125,0.391
dhdl_modified_392.xvg,0.0,73382.1875,0.392
dhdl_modified_393.xvg,0.0,71173.65625,0.393
dhdl_modified_394.xvg,0.0,69036.773438,0.394
dhdl_modified_395.xvg,0.0,66969.109375,0.395
dhdl_modified_396.xvg,0.0,64968.378906,0.396
dhdl_modified_397.xvg,0.0,63032.140625,0.397
dhdl_modified_398.xvg,0.0,61158.105469,0.398
dhdl_modified_399.xvg,0.0,59344.292969,0.399
dhdl_modified_400.xvg,0.0,57588.546875,0.4
dhdl_modified_401.xvg,0.0,55888.820312,0.401
dhdl_modified_402.xvg,0.0,54243.214844,0.402
dhdl_modified_403.xvg,0.0,52649.832031,0.403
dhdl_modified_404.xvg,0.0,51107.140625,0.404
dhdl_modified_405.xvg,0.0,49613.140625,0.405
dhdl_modified_406.xvg,0.0,48166.175781,0.406
dhdl_modified_407.xvg,0.0,46764.84375,0.407
dhdl_modified_408.xvg,0.0,45407.550781,0.408
dhdl_modified_409.xvg,0.0,44092.660156,0.409
dhdl_modified_410.xvg,0.0,42818.914062,0.41
dhdl_modified_411.xvg,0.0,41584.851562,0.411
dhdl_modified_412.xvg,0.0,40389.144531,0.412
dhdl_modified_413.xvg,0.0,39230.578125,0.413
dhdl_modified_414.xvg,0.0,38107.828125,0.414
dhdl_modified_415.xvg,0.0,37019.839844,0.415
dhdl_modified_416.xvg,0.0,35965.175781,0.416
dhdl_modified_417.xvg,0.0,34943.019531,0.417
dhdl_modified_418.xvg,0.0,33952.222656,0.418
dhdl_modified_419.xvg,0.0,32991.753906,0.419
dhdl_modified_420.xvg,0.0,32060.513672,0.42
dhdl_modified_421.xvg,0.0,31157.673828,0.421
dhdl_modified_422.xvg,0.0,30282.285156,0.422
dhdl_modified_423.xvg,0.0,29433.390625,0.423
dhdl_modified_424.xvg,0.0,28610.201172,0.424
dhdl_modified_425.xvg,0.0,27811.759766,0.425
dhdl_modified_426.xvg,0.0,27037.433594,0.426
dhdl_modified_427.xvg,0.0,26286.341797,0.427
dhdl_modified_428.xvg,0.0,25557.744141,0.428
dhdl_modified_429.xvg,0.0,24850.888672,0.429
dhdl_modified_430.xvg,0.0,24165.121094,0.43
dhdl_modified_431.xvg,0.0,23499.806641,0.431
dhdl_modified_432.xvg,0.0,22854.207031,0.432
dhdl_modified_433.xvg,0.0,22227.75,0.433
dhdl_modified_434.xvg,0.0,21619.779297,0.434
dhdl_modified_435.xvg,0.0,21029.773438,0.435
dhdl_modified_436.xvg,0.0,20457.130859,0.436
dhdl_modified_437.xvg,0.0,19901.25,0.437
dhdl_modified_438.xvg,0.0,19361.697266,0.438
dhdl_modified_439.xvg,0.0,18837.873047,0.439
dhdl_modified_440.xvg,0.0,18329.367188,0.44
dhdl_modified_441.xvg,0.0,17835.658203,0.441
dhdl_modified_442.xvg,0.0,17356.261719,0.442
dhdl_modified_443.xvg,0.0,16890.730469,0.443
dhdl_modified_444.xvg,0.0,16438.691406,0.444
dhdl_modified_445.xvg,0.0,15999.679688,0.445
dhdl_modified_446.xvg,0.0,15573.301758,0.446
dhdl_modified_447.xvg,0.0,15159.174805,0.447
dhdl_modified_448.xvg,0.0,14756.895508,0.448
dhdl_modified_449.xvg,0.0,14366.129883,0.449
dhdl_modified_450.xvg,0.0,13986.521484,0.45
dhdl_modified_451.xvg,0.0,13617.716797,0.451
dhdl_modified_452.xvg,0.0,13259.373047,0.452
dhdl_modified_453.xvg,0.0,12911.185547,0.453
dhdl_modified_454.xvg,0.0,12572.859375,0.454
dhdl_modified_455.xvg,0.0,12244.09668,0.455
dhdl_modified_456.xvg,0.0,11924.574219,0.456
dhdl_modified_457.xvg,0.0,11614.016602,0.457
dhdl_modified_458.xvg,0.0,11312.205078,0.458
dhdl_modified_459.xvg,0.0,11018.833008,0.459
dhdl_modified_460.xvg,0.0,10733.625977,0.46
dhdl_modified_461.xvg,0.0,10456.397461,0.461
dhdl_modified_462.xvg,0.0,10186.838867,0.462
dhdl_modified_463.xvg,0.0,9924.791992,0.463
dhdl_modified_464.xvg,0.0,9669.992188,0.464
dhdl_modified_465.xvg,0.0,9422.251953,0.465
dhdl_modified_466.xvg,0.0,9181.316406,0.466
dhdl_modified_467.xvg,0.0,8947.021484,0.467
dhdl_modified_468.xvg,0.0,8719.161133,0.468
dhdl_modified_469.xvg,0.0,8497.542969,0.469
dhdl_modified_470.xvg,0.0,8281.988281,0.47
dhdl_modified_471.xvg,0.0,8072.304199,0.471
dhdl_modified_472.xvg,0.0,7868.350586,0.472
dhdl_modified_473.xvg,0.0,7669.928711,0.473
dhdl_modified_474.xvg,0.0,7476.894043,0.474
dhdl_modified_475.xvg,0.0,7289.087402,0.475
dhdl_modified_476.xvg,0.0,7106.339355,0.476
dhdl_modified_477.xvg,0.0,6928.536621,0.477
dhdl_modified_478.xvg,0.0,6755.51123,0.478
dhdl_modified_479.xvg,0.0,6587.137207,0.479
dhdl_modified_480.xvg,0.0,6423.262695,0.48
dhdl_modified_481.xvg,0.0,6263.76709,0.481
dhdl_modified_482.xvg,0.0,6108.546387,0.482
dhdl_modified_483.xvg,0.0,5957.4375,0.483
dhdl_modified_484.xvg,0.0,5810.355469,0.484
dhdl_modified_485.xvg,0.0,5667.177734,0.485
dhdl_modified_486.xvg,0.0,5527.788574,0.486
dhdl_modified_487.xvg,0.0,5392.07959,0.487
dhdl_modified_488.xvg,0.0,5259.950195,0.488
dhdl_modified_489.xvg,0.0,5131.305664,0.489
dhdl_modified_490.xvg,0.0,5006.025879,0.49
dhdl_modified_491.xvg,0.0,4884.043457,0.491
dhdl_modified_492.xvg,0.0,4765.24707,0.492
dhdl_modified_493.xvg,0.0,4649.552734,0.493
dhdl_modified_494.xvg,0.0,4536.871582,0.494
dhdl_modified_495.xvg,0.0,4427.125488,0.495
dhdl_modified_496.xvg,0.0,4320.222656,0.496
dhdl_modified_497.xvg,0.0,4216.09082,0.497
dhdl_modified_498.xvg,0.0,4114.651367,0.498
dhdl_modified_499.xvg,0.0,4015.831543,0.499
dhdl_modified_500.xvg,0.0,3919.560791,0.5
dhdl_modified_501.xvg,0.0,3825.757324,0.501
dhdl_modified_502.xvg,0.0,3734.368164,0.502
dhdl_modified_503.xvg,0.0,3645.316895,0.503
dhdl_modified_504.xvg,0.0,3558.536133,0.504
dhdl_modified_505.xvg,0.0,3473.973389,0.505
dhdl_modified_506.xvg,0.0,3391.565186,0.506
dhdl_modified_507.xvg,0.0,3311.247314,0.507
dhdl_modified_508.xvg,0.0,3232.966064,0.508
dhdl_modified_509.xvg,0.0,3156.671875,0.509
dhdl_modified_510.xvg,0.0,3082.304688,0.51
dhdl_modified_511.xvg,0.0,3009.813477,0.511
dhdl_modified_512.xvg,0.0,2939.144775,0.512
dhdl_modified_513.xvg,0.0,2870.25,0.513
dhdl_modified_514.xvg,0.0,2803.087158,0.514
dhdl_modified_515.xvg,0.0,2737.606201,0.515
