Filename,Time (ps),LJ Energy (kJ/mol)
dhdl_modified_184.xvg,0.000000,622188416.000000
dhdl_modified_185.xvg,0.000000,583211840.000000
dhdl_modified_186.xvg,0.000000,546867200.000000
dhdl_modified_187.xvg,0.000000,512963200.000000
dhdl_modified_188.xvg,0.000000,481324960.000000
dhdl_modified_189.xvg,0.000000,451789632.000000
dhdl_modified_190.xvg,0.000000,424207520.000000
dhdl_modified_191.xvg,0.000000,398440064.000000
dhdl_modified_192.xvg,0.000000,374359840.000000
dhdl_modified_193.xvg,0.000000,351848800.000000
dhdl_modified_194.xvg,0.000000,330796192.000000
dhdl_modified_195.xvg,0.000000,311101408.000000
dhdl_modified_196.xvg,0.000000,292671296.000000
dhdl_modified_197.xvg,0.000000,275417248.000000
dhdl_modified_198.xvg,0.000000,259260272.000000
dhdl_modified_199.xvg,0.000000,244124800.000000
dhdl_modified_200.xvg,0.000000,229942160.000000
dhdl_modified_201.xvg,0.000000,216647552.000000
dhdl_modified_202.xvg,0.000000,204181872.000000
dhdl_modified_203.xvg,0.000000,192489376.000000
dhdl_modified_204.xvg,0.000000,181518560.000000
dhdl_modified_205.xvg,0.000000,171222144.000000
dhdl_modified_206.xvg,0.000000,161555008.000000
dhdl_modified_207.xvg,0.000000,152477040.000000
dhdl_modified_208.xvg,0.000000,143948848.000000
dhdl_modified_209.xvg,0.000000,135934672.000000
dhdl_modified_210.xvg,0.000000,128402064.000000
dhdl_modified_211.xvg,0.000000,121319184.000000
dhdl_modified_212.xvg,0.000000,114657904.000000
dhdl_modified_213.xvg,0.000000,108390808.000000
dhdl_modified_214.xvg,0.000000,102493272.000000
dhdl_modified_215.xvg,0.000000,96941632.000000
dhdl_modified_216.xvg,0.000000,91714328.000000
dhdl_modified_217.xvg,0.000000,86791248.000000
dhdl_modified_218.xvg,0.000000,82152768.000000
dhdl_modified_219.xvg,0.000000,77781864.000000
dhdl_modified_220.xvg,0.000000,73661680.000000
dhdl_modified_221.xvg,0.000000,69777000.000000
dhdl_modified_222.xvg,0.000000,66113096.000000
dhdl_modified_223.xvg,0.000000,62656824.000000
dhdl_modified_224.xvg,0.000000,59395496.000000
dhdl_modified_225.xvg,0.000000,56317124.000000
dhdl_modified_226.xvg,0.000000,53410992.000000
dhdl_modified_227.xvg,0.000000,50666384.000000
dhdl_modified_228.xvg,0.000000,48074152.000000
dhdl_modified_229.xvg,0.000000,45624792.000000
dhdl_modified_230.xvg,0.000000,43310192.000000
dhdl_modified_231.xvg,0.000000,41122176.000000
dhdl_modified_232.xvg,0.000000,39053436.000000
dhdl_modified_233.xvg,0.000000,37096944.000000
dhdl_modified_234.xvg,0.000000,35246152.000000
dhdl_modified_235.xvg,0.000000,33494996.000000
dhdl_modified_236.xvg,0.000000,31837736.000000
dhdl_modified_237.xvg,0.000000,30268898.000000
dhdl_modified_238.xvg,0.000000,28783548.000000
dhdl_modified_239.xvg,0.000000,27376748.000000
dhdl_modified_240.xvg,0.000000,26044168.000000
dhdl_modified_241.xvg,0.000000,24781480.000000
dhdl_modified_242.xvg,0.000000,23584946.000000
dhdl_modified_243.xvg,0.000000,22450668.000000
dhdl_modified_244.xvg,0.000000,21375328.000000
dhdl_modified_245.xvg,0.000000,20355510.000000
dhdl_modified_246.xvg,0.000000,19388172.000000
dhdl_modified_247.xvg,0.000000,18470522.000000
dhdl_modified_248.xvg,0.000000,17599634.000000
dhdl_modified_249.xvg,0.000000,16773093.000000
dhdl_modified_250.xvg,0.000000,15988418.000000
dhdl_modified_251.xvg,0.000000,15243396.000000
dhdl_modified_252.xvg,0.000000,14535817.000000
dhdl_modified_253.xvg,0.000000,13863652.000000
dhdl_modified_254.xvg,0.000000,13225065.000000
dhdl_modified_255.xvg,0.000000,12618196.000000
dhdl_modified_256.xvg,0.000000,12041388.000000
dhdl_modified_257.xvg,0.000000,11493036.000000
dhdl_modified_258.xvg,0.000000,10971620.000000
dhdl_modified_259.xvg,0.000000,10475733.000000
dhdl_modified_260.xvg,0.000000,10004051.000000
dhdl_modified_261.xvg,0.000000,9555286.000000
dhdl_modified_262.xvg,0.000000,9128231.000000
dhdl_modified_263.xvg,0.000000,8721769.000000
dhdl_modified_264.xvg,0.000000,8334850.000000
dhdl_modified_265.xvg,0.000000,7966462.500000
dhdl_modified_266.xvg,0.000000,7615634.500000
dhdl_modified_267.xvg,0.000000,7281490.500000
dhdl_modified_268.xvg,0.000000,6963168.500000
dhdl_modified_269.xvg,0.000000,6659870.000000
dhdl_modified_270.xvg,0.000000,6370817.000000
dhdl_modified_271.xvg,0.000000,6095302.000000
dhdl_modified_272.xvg,0.000000,5832667.500000
dhdl_modified_273.xvg,0.000000,5582223.000000
dhdl_modified_274.xvg,0.000000,5343404.500000
dhdl_modified_275.xvg,0.000000,5115609.500000
dhdl_modified_276.xvg,0.000000,4898285.500000
dhdl_modified_277.xvg,0.000000,4690944.000000
dhdl_modified_278.xvg,0.000000,4493066.500000
dhdl_modified_279.xvg,0.000000,4304205.000000
dhdl_modified_280.xvg,0.000000,4123901.250000
dhdl_modified_281.xvg,0.000000,3951754.500000
dhdl_modified_282.xvg,0.000000,3787366.000000
dhdl_modified_283.xvg,0.000000,3630362.750000
dhdl_modified_284.xvg,0.000000,3480381.750000
dhdl_modified_285.xvg,0.000000,3337086.500000
dhdl_modified_286.xvg,0.000000,3200165.750000
dhdl_modified_287.xvg,0.000000,3069300.750000
dhdl_modified_288.xvg,0.000000,2944222.750000
dhdl_modified_289.xvg,0.000000,2824642.000000
dhdl_modified_290.xvg,0.000000,2710299.750000
dhdl_modified_291.xvg,0.000000,2600959.250000
dhdl_modified_292.xvg,0.000000,2496377.000000
dhdl_modified_293.xvg,0.000000,2396336.250000
dhdl_modified_294.xvg,0.000000,2300624.750000
dhdl_modified_295.xvg,0.000000,2209043.000000
dhdl_modified_296.xvg,0.000000,2121389.500000
dhdl_modified_297.xvg,0.000000,2037495.125000
dhdl_modified_298.xvg,0.000000,1957183.250000
dhdl_modified_299.xvg,0.000000,1880288.125000
dhdl_modified_300.xvg,0.000000,1806654.625000
dhdl_modified_301.xvg,0.000000,1736132.000000
dhdl_modified_302.xvg,0.000000,1668583.375000
dhdl_modified_303.xvg,0.000000,1603869.875000
dhdl_modified_304.xvg,0.000000,1541869.125000
dhdl_modified_305.xvg,0.000000,1482454.750000
dhdl_modified_306.xvg,0.000000,1425509.625000
dhdl_modified_307.xvg,0.000000,1370928.750000
dhdl_modified_308.xvg,0.000000,1318604.750000
dhdl_modified_309.xvg,0.000000,1268434.750000
dhdl_modified_310.xvg,0.000000,1220326.625000
dhdl_modified_311.xvg,0.000000,1174189.500000
dhdl_modified_312.xvg,0.000000,1129933.625000
dhdl_modified_313.xvg,0.000000,1087480.000000
dhdl_modified_314.xvg,0.000000,1046748.437500
dhdl_modified_315.xvg,0.000000,1007661.375000
dhdl_modified_316.xvg,0.000000,970153.437500
dhdl_modified_317.xvg,0.000000,934151.187500
dhdl_modified_318.xvg,0.000000,899593.562500
dhdl_modified_319.xvg,0.000000,866414.312500
dhdl_modified_320.xvg,0.000000,834556.937500
dhdl_modified_321.xvg,0.000000,803963.187500
dhdl_modified_322.xvg,0.000000,774581.375000
dhdl_modified_323.xvg,0.000000,746358.500000
dhdl_modified_324.xvg,0.000000,719246.437500
dhdl_modified_325.xvg,0.000000,693196.750000
dhdl_modified_326.xvg,0.000000,668167.000000
dhdl_modified_327.xvg,0.000000,644112.500000
dhdl_modified_328.xvg,0.000000,620992.812500
dhdl_modified_329.xvg,0.000000,598768.750000
dhdl_modified_330.xvg,0.000000,577404.437500
dhdl_modified_331.xvg,0.000000,556862.750000
dhdl_modified_332.xvg,0.000000,537110.187500
dhdl_modified_333.xvg,0.000000,518114.500000
dhdl_modified_334.xvg,0.000000,499843.375000
dhdl_modified_335.xvg,0.000000,482268.437500
dhdl_modified_336.xvg,0.000000,465360.375000
dhdl_modified_337.xvg,0.000000,449092.250000
dhdl_modified_338.xvg,0.000000,433438.781250
dhdl_modified_339.xvg,0.000000,418373.906250
dhdl_modified_340.xvg,0.000000,403874.500000
dhdl_modified_341.xvg,0.000000,389918.062500
dhdl_modified_342.xvg,0.000000,376482.218750
dhdl_modified_343.xvg,0.000000,363545.875000
dhdl_modified_344.xvg,0.000000,351089.500000
dhdl_modified_345.xvg,0.000000,339093.781250
dhdl_modified_346.xvg,0.000000,327541.437500
dhdl_modified_347.xvg,0.000000,316412.906250
dhdl_modified_348.xvg,0.000000,305693.937500
dhdl_modified_349.xvg,0.000000,295365.875000
dhdl_modified_350.xvg,0.000000,285415.250000
dhdl_modified_351.xvg,0.000000,275826.062500
dhdl_modified_352.xvg,0.000000,266585.250000
dhdl_modified_353.xvg,0.000000,257678.078125
dhdl_modified_354.xvg,0.000000,249092.718750
dhdl_modified_355.xvg,0.000000,240816.359375
dhdl_modified_356.xvg,0.000000,232836.453125
dhdl_modified_357.xvg,0.000000,225142.171875
dhdl_modified_358.xvg,0.000000,217722.671875
dhdl_modified_359.xvg,0.000000,210566.843750
dhdl_modified_360.xvg,0.000000,203665.015625
dhdl_modified_361.xvg,0.000000,197007.593750
dhdl_modified_362.xvg,0.000000,190585.015625
dhdl_modified_363.xvg,0.000000,184388.562500
dhdl_modified_364.xvg,0.000000,178409.578125
dhdl_modified_365.xvg,0.000000,172639.890625
dhdl_modified_366.xvg,0.000000,167071.593750
dhdl_modified_367.xvg,0.000000,161697.421875
dhdl_modified_368.xvg,0.000000,156509.703125
dhdl_modified_369.xvg,0.000000,151501.656250
dhdl_modified_370.xvg,0.000000,146666.640625
dhdl_modified_371.xvg,0.000000,141998.078125
dhdl_modified_372.xvg,0.000000,137490.234375
dhdl_modified_373.xvg,0.000000,133136.640625
dhdl_modified_374.xvg,0.000000,128931.976562
dhdl_modified_375.xvg,0.000000,124870.625000
dhdl_modified_376.xvg,0.000000,120947.570312
dhdl_modified_377.xvg,0.000000,117157.460938
dhdl_modified_378.xvg,0.000000,113495.484375
dhdl_modified_379.xvg,0.000000,109957.101562
dhdl_modified_380.xvg,0.000000,106537.859375
dhdl_modified_381.xvg,0.000000,103233.335938
dhdl_modified_382.xvg,0.000000,100039.359375
dhdl_modified_383.xvg,0.000000,96952.234375
dhdl_modified_384.xvg,0.000000,93967.976562
dhdl_modified_385.xvg,0.000000,91082.757812
dhdl_modified_386.xvg,0.000000,88293.148438
dhdl_modified_387.xvg,0.000000,85595.898438
dhdl_modified_388.xvg,0.000000,82987.554688
dhdl_modified_389.xvg,0.000000,80464.765625
dhdl_modified_390.xvg,0.000000,78025.062500
dhdl_modified_391.xvg,0.000000,75665.031250
dhdl_modified_392.xvg,0.000000,73382.187500
dhdl_modified_393.xvg,0.000000,71173.656250
dhdl_modified_394.xvg,0.000000,69036.773438
dhdl_modified_395.xvg,0.000000,66969.109375
dhdl_modified_396.xvg,0.000000,64968.378906
dhdl_modified_397.xvg,0.000000,63032.140625
dhdl_modified_398.xvg,0.000000,61158.105469
dhdl_modified_399.xvg,0.000000,59344.292969
dhdl_modified_400.xvg,0.000000,57588.546875
dhdl_modified_401.xvg,0.000000,55888.820312
dhdl_modified_402.xvg,0.000000,54243.214844
dhdl_modified_403.xvg,0.000000,52649.832031
dhdl_modified_404.xvg,0.000000,51107.140625
dhdl_modified_405.xvg,0.000000,49613.140625
dhdl_modified_406.xvg,0.000000,48166.175781
dhdl_modified_407.xvg,0.000000,46764.843750
dhdl_modified_408.xvg,0.000000,45407.550781
dhdl_modified_409.xvg,0.000000,44092.660156
dhdl_modified_410.xvg,0.000000,42818.914062
dhdl_modified_411.xvg,0.000000,41584.851562
dhdl_modified_412.xvg,0.000000,40389.144531
dhdl_modified_413.xvg,0.000000,39230.578125
dhdl_modified_414.xvg,0.000000,38107.828125
dhdl_modified_415.xvg,0.000000,37019.839844
dhdl_modified_416.xvg,0.000000,35965.175781
dhdl_modified_417.xvg,0.000000,34943.019531
dhdl_modified_418.xvg,0.000000,33952.222656
dhdl_modified_419.xvg,0.000000,32991.753906
dhdl_modified_420.xvg,0.000000,32060.513672
dhdl_modified_421.xvg,0.000000,31157.673828
dhdl_modified_422.xvg,0.000000,30282.285156
dhdl_modified_423.xvg,0.000000,29433.390625
dhdl_modified_424.xvg,0.000000,28610.201172
dhdl_modified_425.xvg,0.000000,27811.759766
dhdl_modified_426.xvg,0.000000,27037.433594
dhdl_modified_427.xvg,0.000000,26286.341797
dhdl_modified_428.xvg,0.000000,25557.744141
dhdl_modified_429.xvg,0.000000,24850.888672
dhdl_modified_430.xvg,0.000000,24165.121094
dhdl_modified_431.xvg,0.000000,23499.806641
dhdl_modified_432.xvg,0.000000,22854.207031
dhdl_modified_433.xvg,0.000000,22227.750000
dhdl_modified_434.xvg,0.000000,21619.779297
dhdl_modified_435.xvg,0.000000,21029.773438
dhdl_modified_436.xvg,0.000000,20457.130859
dhdl_modified_437.xvg,0.000000,19901.250000
dhdl_modified_438.xvg,0.000000,19361.697266
dhdl_modified_439.xvg,0.000000,18837.873047
dhdl_modified_440.xvg,0.000000,18329.367188
dhdl_modified_441.xvg,0.000000,17835.658203
dhdl_modified_442.xvg,0.000000,17356.261719
dhdl_modified_443.xvg,0.000000,16890.730469
dhdl_modified_444.xvg,0.000000,16438.691406
dhdl_modified_445.xvg,0.000000,15999.679688
dhdl_modified_446.xvg,0.000000,15573.301758
dhdl_modified_447.xvg,0.000000,15159.174805
dhdl_modified_448.xvg,0.000000,14756.895508
dhdl_modified_449.xvg,0.000000,14366.129883
dhdl_modified_450.xvg,0.000000,13986.521484
dhdl_modified_451.xvg,0.000000,13617.716797
dhdl_modified_452.xvg,0.000000,13259.373047
dhdl_modified_453.xvg,0.000000,12911.185547
dhdl_modified_454.xvg,0.000000,12572.859375
dhdl_modified_455.xvg,0.000000,12244.096680
dhdl_modified_456.xvg,0.000000,11924.574219
dhdl_modified_457.xvg,0.000000,11614.016602
dhdl_modified_458.xvg,0.000000,11312.205078
dhdl_modified_459.xvg,0.000000,11018.833008
dhdl_modified_460.xvg,0.000000,10733.625977
dhdl_modified_461.xvg,0.000000,10456.397461
dhdl_modified_462.xvg,0.000000,10186.838867
dhdl_modified_463.xvg,0.000000,9924.791992
dhdl_modified_464.xvg,0.000000,9669.992188
dhdl_modified_465.xvg,0.000000,9422.251953
dhdl_modified_466.xvg,0.000000,9181.316406
dhdl_modified_467.xvg,0.000000,8947.021484
dhdl_modified_468.xvg,0.000000,8719.161133
dhdl_modified_469.xvg,0.000000,8497.542969
dhdl_modified_470.xvg,0.000000,8281.988281
dhdl_modified_471.xvg,0.000000,8072.304199
dhdl_modified_472.xvg,0.000000,7868.350586
dhdl_modified_473.xvg,0.000000,7669.928711
dhdl_modified_474.xvg,0.000000,7476.894043
dhdl_modified_475.xvg,0.000000,7289.087402
dhdl_modified_476.xvg,0.000000,7106.339355
dhdl_modified_477.xvg,0.000000,6928.536621
dhdl_modified_478.xvg,0.000000,6755.511230
dhdl_modified_479.xvg,0.000000,6587.137207
dhdl_modified_480.xvg,0.000000,6423.262695
dhdl_modified_481.xvg,0.000000,6263.767090
dhdl_modified_482.xvg,0.000000,6108.546387
dhdl_modified_483.xvg,0.000000,5957.437500
dhdl_modified_484.xvg,0.000000,5810.355469
dhdl_modified_485.xvg,0.000000,5667.177734
dhdl_modified_486.xvg,0.000000,5527.788574
dhdl_modified_487.xvg,0.000000,5392.079590
dhdl_modified_488.xvg,0.000000,5259.950195
dhdl_modified_489.xvg,0.000000,5131.305664
dhdl_modified_490.xvg,0.000000,5006.025879
dhdl_modified_491.xvg,0.000000,4884.043457
dhdl_modified_492.xvg,0.000000,4765.247070
dhdl_modified_493.xvg,0.000000,4649.552734
dhdl_modified_494.xvg,0.000000,4536.871582
dhdl_modified_495.xvg,0.000000,4427.125488
dhdl_modified_496.xvg,0.000000,4320.222656
dhdl_modified_497.xvg,0.000000,4216.090820
dhdl_modified_498.xvg,0.000000,4114.651367
dhdl_modified_499.xvg,0.000000,4015.831543
dhdl_modified_500.xvg,0.000000,3919.560791
dhdl_modified_501.xvg,0.000000,3825.757324
dhdl_modified_502.xvg,0.000000,3734.368164
dhdl_modified_503.xvg,0.000000,3645.316895
dhdl_modified_504.xvg,0.000000,3558.536133
dhdl_modified_505.xvg,0.000000,3473.973389
dhdl_modified_506.xvg,0.000000,3391.565186
dhdl_modified_507.xvg,0.000000,3311.247314
dhdl_modified_508.xvg,0.000000,3232.966064
dhdl_modified_509.xvg,0.000000,3156.671875
dhdl_modified_510.xvg,0.000000,3082.304688
dhdl_modified_511.xvg,0.000000,3009.813477
dhdl_modified_512.xvg,0.000000,2939.144775
dhdl_modified_513.xvg,0.000000,2870.250000
dhdl_modified_514.xvg,0.000000,2803.087158
dhdl_modified_515.xvg,0.000000,2737.606201
dhdl_modified_516.xvg,0.000000,2673.761230
dhdl_modified_517.xvg,0.000000,2611.505615
dhdl_modified_518.xvg,0.000000,2550.797363
dhdl_modified_519.xvg,0.000000,2491.604248
dhdl_modified_520.xvg,0.000000,2433.875732
dhdl_modified_521.xvg,0.000000,2377.577148
dhdl_modified_522.xvg,0.000000,2322.671387
dhdl_modified_523.xvg,0.000000,2269.119141
dhdl_modified_524.xvg,0.000000,2216.882812
dhdl_modified_525.xvg,0.000000,2165.932129
dhdl_modified_526.xvg,0.000000,2116.233643
dhdl_modified_527.xvg,0.000000,2067.744873
dhdl_modified_528.xvg,0.000000,2020.447998
dhdl_modified_529.xvg,0.000000,1974.304688
dhdl_modified_530.xvg,0.000000,1929.283569
dhdl_modified_531.xvg,0.000000,1885.355347
dhdl_modified_532.xvg,0.000000,1842.495605
dhdl_modified_533.xvg,0.000000,1800.671875
dhdl_modified_534.xvg,0.000000,1759.861206
dhdl_modified_535.xvg,0.000000,1720.037598
dhdl_modified_536.xvg,0.000000,1681.167236
dhdl_modified_537.xvg,0.000000,1643.235962
dhdl_modified_538.xvg,0.000000,1606.215454
dhdl_modified_539.xvg,0.000000,1570.082275
dhdl_modified_540.xvg,0.000000,1534.813110
dhdl_modified_541.xvg,0.000000,1500.383789
dhdl_modified_542.xvg,0.000000,1466.778198
dhdl_modified_543.xvg,0.000000,1433.970703
dhdl_modified_544.xvg,0.000000,1401.943848
dhdl_modified_545.xvg,0.000000,1370.675293
dhdl_modified_546.xvg,0.000000,1340.146851
dhdl_modified_547.xvg,0.000000,1310.340454
dhdl_modified_548.xvg,0.000000,1281.238525
dhdl_modified_549.xvg,0.000000,1252.820435
dhdl_modified_550.xvg,0.000000,1225.071045
dhdl_modified_551.xvg,0.000000,1197.970459
dhdl_modified_552.xvg,0.000000,1171.508423
dhdl_modified_553.xvg,0.000000,1145.662231
dhdl_modified_554.xvg,0.000000,1120.422363
dhdl_modified_555.xvg,0.000000,1095.767700
dhdl_modified_556.xvg,0.000000,1071.689209
dhdl_modified_557.xvg,0.000000,1048.169800
dhdl_modified_558.xvg,0.000000,1025.194458
dhdl_modified_559.xvg,0.000000,1002.751709
dhdl_modified_560.xvg,0.000000,980.827515
dhdl_modified_561.xvg,0.000000,959.408691
dhdl_modified_562.xvg,0.000000,938.484619
dhdl_modified_563.xvg,0.000000,918.040283
