Filename,Time (ps),Total Energy (kJ/mol),dH/dλ vdw-lambda = 0.0000,ΔH λ to 0.0000,ΔH λ to 0.1000,ΔH λ to 0.2000,ΔH λ to 0.3000,ΔH λ to 0.4000,ΔH λ to 0.5000,ΔH λ to 0.6000,ΔH λ to 0.7000,ΔH λ to 0.8000,ΔH λ to 0.9000,ΔH λ to 1.0000
dhdl_modified_54.xvg,0.0000,4.0541785e+28,-4.7148923e+22,0.0000000,-1.3051122e+15,-1.3051122e+15,-1.3051122e+15,-1.3051122e+15,-1.3051122e+15,-1.3051122e+15,-1.3051122e+15,-1.3051122e+15,-1.3051122e+15,-1.3051122e+15
dhdl_modified_55.xvg,0.0000,2.5377202e+28,-3.4089088e+22,0.0000000,-1.0513410e+15,-1.0513410e+15,-1.0513410e+15,-1.0513410e+15,-1.0513410e+15,-1.0513410e+15,-1.0513410e+15,-1.0513410e+15,-1.0513410e+15,-1.0513410e+15
dhdl_modified_56.xvg,0.0000,1.6017144e+28,-2.4788591e+22,0.0000000,-8.5016113e+14,-8.5016113e+14,-8.5016113e+14,-8.5016113e+14,-8.5016113e+14,-8.5016113e+14,-8.5016113e+14,-8.5016113e+14,-8.5016113e+14,-8.5016113e+14
dhdl_modified_57.xvg,0.0000,1.0190683e+28,-1.8125718e+22,0.0000000,-6.9002287e+14,-6.9002287e+14,-6.9002287e+14,-6.9002287e+14,-6.9002287e+14,-6.9002287e+14,-6.9002287e+14,-6.9002287e+14,-6.9002287e+14,-6.9002287e+14
dhdl_modified_58.xvg,0.0000,6.5340363e+27,-1.3324922e+22,0.0000000,-5.6205194e+14,-5.6205194e+14,-5.6205194e+14,-5.6205194e+14,-5.6205194e+14,-5.6205194e+14,-5.6205194e+14,-5.6205194e+14,-5.6205194e+14,-5.6205194e+14
dhdl_modified_59.xvg,0.0000,4.2208565e+27,-9.8464113e+21,0.0000000,-4.5939393e+14,-4.5939393e+14,-4.5939393e+14,-4.5939393e+14,-4.5939393e+14,-4.5939393e+14,-4.5939393e+14,-4.5939393e+14,-4.5939393e+14,-4.5939393e+14
dhdl_modified_60.xvg,0.0000,2.7463578e+27,-7.3124559e+21,0.0000000,-3.7674034e+14,-3.7674034e+14,-3.7674034e+14,-3.7674034e+14,-3.7674034e+14,-3.7674034e+14,-3.7674034e+14,-3.7674034e+14,-3.7674034e+14,-3.7674034e+14
dhdl_modified_61.xvg,0.0000,1.7994856e+27,-5.4569447e+21,0.0000000,-3.0995571e+14,-3.0995571e+14,-3.0995571e+14,-3.0995571e+14,-3.0995571e+14,-3.0995571e+14,-3.0995571e+14,-3.0995571e+14,-3.0995571e+14,-3.0995571e+14
dhdl_modified_62.xvg,0.0000,1.1870748e+27,-4.0913818e+21,0.0000000,-2.5580750e+14,-2.5580750e+14,-2.5580750e+14,-2.5580750e+14,-2.5580750e+14,-2.5580750e+14,-2.5580750e+14,-2.5580750e+14,-2.5580750e+14,-2.5580750e+14
dhdl_modified_63.xvg,0.0000,7.8822871e+26,-3.0814845e+21,0.0000000,-2.1175804e+14,-2.1175804e+14,-2.1175804e+14,-2.1175804e+14,-2.1175804e+14,-2.1175804e+14,-2.1175804e+14,-2.1175804e+14,-2.1175804e+14,-2.1175804e+14
dhdl_modified_64.xvg,0.0000,5.2672567e+26,-2.3310900e+21,0.0000000,-1.7580828e+14,-1.7580828e+14,-1.7580828e+14,-1.7580828e+14,-1.7580828e+14,-1.7580828e+14,-1.7580828e+14,-1.7580828e+14,-1.7580828e+14,-1.7580828e+14
dhdl_modified_65.xvg,0.0000,3.5415321e+26,-1.7709647e+21,0.0000000,-1.4637713e+14,-1.4637713e+14,-1.4637713e+14,-1.4637713e+14,-1.4637713e+14,-1.4637713e+14,-1.4637713e+14,-1.4637713e+14,-1.4637713e+14,-1.4637713e+14
dhdl_modified_66.xvg,0.0000,2.3954601e+26,-1.3509973e+21,0.0000000,-1.2220892e+14,-1.2220892e+14,-1.2220892e+14,-1.2220892e+14,-1.2220892e+14,-1.2220892e+14,-1.2220892e+14,-1.2220892e+14,-1.2220892e+14,-1.2220892e+14
dhdl_modified_67.xvg,0.0000,1.6296778e+26,-1.0347614e+21,0.0000000,-1.0230419e+14,-1.0230419e+14,-1.0230419e+14,-1.0230419e+14,-1.0230419e+14,-1.0230419e+14,-1.0230419e+14,-1.0230419e+14,-1.0230419e+14,-1.0230419e+14
dhdl_modified_68.xvg,0.0000,1.1149529e+26,-7.9564018e+20,0.0000000,-8.5863988e+13,-8.5863988e+13,-8.5863988e+13,-8.5863988e+13,-8.5863988e+13,-8.5863988e+13,-8.5863988e+13,-8.5863988e+13,-8.5863988e+13,-8.5863988e+13
dhdl_modified_69.xvg,0.0000,7.6697914e+25,-6.1409473e+20,0.0000000,-7.2247616e+13,-7.2247616e+13,-7.2247616e+13,-7.2247616e+13,-7.2247616e+13,-7.2247616e+13,-7.2247616e+13,-7.2247616e+13,-7.2247616e+13,-7.2247616e+13
dhdl_modified_70.xvg,0.0000,5.3041390e+25,-4.7571776e+20,0.0000000,-6.0939584e+13,-6.0939584e+13,-6.0939584e+13,-6.0939584e+13,-6.0939584e+13,-6.0939584e+13,-6.0939584e+13,-6.0939584e+13,-6.0939584e+13,-6.0939584e+13
dhdl_modified_71.xvg,0.0000,3.6871126e+25,-3.6984042e+20,0.0000000,-5.1523992e+13,-5.1523992e+13,-5.1523992e+13,-5.1523992e+13,-5.1523992e+13,-5.1523992e+13,-5.1523992e+13,-5.1523992e+13,-5.1523992e+13,-5.1523992e+13
dhdl_modified_72.xvg,0.0000,2.5759608e+25,-2.8852892e+20,0.0000000,-4.3664265e+13,-4.3664265e+13,-4.3664265e+13,-4.3664265e+13,-4.3664265e+13,-4.3664265e+13,-4.3664265e+13,-4.3664265e+13,-4.3664265e+13,-4.3664265e+13
dhdl_modified_73.xvg,0.0000,1.8084594e+25,-2.2585505e+20,0.0000000,-3.7086837e+13,-3.7086837e+13,-3.7086837e+13,-3.7086837e+13,-3.7086837e+13,-3.7086837e+13,-3.7086837e+13,-3.7086837e+13,-3.7086837e+13,-3.7086837e+13
dhdl_modified_74.xvg,0.0000,1.2756751e+25,-1.7737714e+20,0.0000000,-3.1569301e+13,-3.1569301e+13,-3.1569301e+13,-3.1569301e+13,-3.1569301e+13,-3.1569301e+13,-3.1569301e+13,-3.1569301e+13,-3.1569301e+13,-3.1569301e+13
dhdl_modified_75.xvg,0.0000,9.0402282e+24,-1.3975123e+20,0.0000000,-2.6930041e+13,-2.6930041e+13,-2.6930041e+13,-2.6930041e+13,-2.6930041e+13,-2.6930041e+13,-2.6930041e+13,-2.6930041e+13,-2.6930041e+13,-2.6930041e+13
dhdl_modified_76.xvg,0.0000,6.4353796e+24,-1.1045042e+20,0.0000000,-2.3020326e+13,-2.3020326e+13,-2.3020326e+13,-2.3020326e+13,-2.3020326e+13,-2.3020326e+13,-2.3020326e+13,-2.3020326e+13,-2.3020326e+13,-2.3020326e+13
dhdl_modified_77.xvg,0.0000,4.6012146e+24,-8.7558236e+19,0.0000000,-1.9718077e+13,-1.9718077e+13,-1.9718077e+13,-1.9718077e+13,-1.9718077e+13,-1.9718077e+13,-1.9718077e+13,-1.9718077e+13,-1.9718077e+13,-1.9718077e+13
dhdl_modified_78.xvg,0.0000,3.3039032e+24,-6.9616463e+19,0.0000000,-1.6922888e+13,-1.6922888e+13,-1.6922888e+13,-1.6922888e+13,-1.6922888e+13,-1.6922888e+13,-1.6922888e+13,-1.6922888e+13,-1.6922888e+13,-1.6922888e+13
dhdl_modified_79.xvg,0.0000,2.3822749e+24,-5.5511083e+19,0.0000000,-1.4551898e+13,-1.4551898e+13,-1.4551898e+13,-1.4551898e+13,-1.4551898e+13,-1.4551898e+13,-1.4551898e+13,-1.4551898e+13,-1.4551898e+13,-1.4551898e+13
dhdl_modified_80.xvg,0.0000,1.7247366e+24,-4.4388485e+19,0.0000000,-1.2536608e+13,-1.2536608e+13,-1.2536608e+13,-1.2536608e+13,-1.2536608e+13,-1.2536608e+13,-1.2536608e+13,-1.2536608e+13,-1.2536608e+13,-1.2536608e+13
dhdl_modified_81.xvg,0.0000,1.2536406e+24,-3.5591906e+19,0.0000000,-1.0820168e+13,-1.0820168e+13,-1.0820168e+13,-1.0820168e+13,-1.0820168e+13,-1.0820168e+13,-1.0820168e+13,-1.0820168e+13,-1.0820168e+13,-1.0820168e+13
dhdl_modified_82.xvg,0.0000,9.1475026e+23,-2.8615067e+19,0.0000000,-9.3554139e+12,-9.3554139e+12,-9.3554139e+12,-9.3554139e+12,-9.3554139e+12,-9.3554139e+12,-9.3554139e+12,-9.3554139e+12,-9.3554139e+12,-9.3554139e+12
dhdl_modified_83.xvg,0.0000,6.6999425e+23,-2.3066041e+19,0.0000000,-8.1030498e+12,-8.1030498e+12,-8.1030498e+12,-8.1030498e+12,-8.1030498e+12,-8.1030498e+12,-8.1030498e+12,-8.1030498e+12,-8.1030498e+12,-8.1030498e+12
dhdl_modified_84.xvg,0.0000,4.9253833e+23,-1.8640573e+19,0.0000000,-7.0302800e+12,-7.0302800e+12,-7.0302800e+12,-7.0302800e+12,-7.0302800e+12,-7.0302800e+12,-7.0302800e+12,-7.0302800e+12,-7.0302800e+12,-7.0302800e+12
dhdl_modified_85.xvg,0.0000,3.6338915e+23,-1.5101761e+19,0.0000000,-6.1096759e+12,-6.1096759e+12,-6.1096759e+12,-6.1096759e+12,-6.1096759e+12,-6.1096759e+12,-6.1096759e+12,-6.1096759e+12,-6.1096759e+12,-6.1096759e+12
dhdl_modified_86.xvg,0.0000,2.6904877e+23,-1.2264589e+19,0.0000000,-5.3182464e+12,-5.3182464e+12,-5.3182464e+12,-5.3182464e+12,-5.3182464e+12,-5.3182464e+12,-5.3182464e+12,-5.3182464e+12,-5.3182464e+12,-5.3182464e+12
dhdl_modified_87.xvg,0.0000,1.9988679e+23,-9.9841901e+18,0.0000000,-4.6366924e+12,-4.6366924e+12,-4.6366924e+12,-4.6366924e+12,-4.6366924e+12,-4.6366924e+12,-4.6366924e+12,-4.6366924e+12,-4.6366924e+12,-4.6366924e+12
dhdl_modified_88.xvg,0.0000,1.4900226e+23,-8.1466769e+18,0.0000000,-4.0487415e+12,-4.0487415e+12,-4.0487415e+12,-4.0487415e+12,-4.0487415e+12,-4.0487415e+12,-4.0487415e+12,-4.0487415e+12,-4.0487415e+12,-4.0487415e+12
dhdl_modified_89.xvg,0.0000,1.1143648e+23,-6.6624693e+18,0.0000000,-3.5407059e+12,-3.5407059e+12,-3.5407059e+12,-3.5407059e+12,-3.5407059e+12,-3.5407059e+12,-3.5407059e+12,-3.5407059e+12,-3.5407059e+12,-3.5407059e+12
dhdl_modified_90.xvg,0.0000,8.3609534e+22,-5.4607839e+18,0.0000000,-3.1010086e+12,-3.1010086e+12,-3.1010086e+12,-3.1010086e+12,-3.1010086e+12,-3.1010086e+12,-3.1010086e+12,-3.1010086e+12,-3.1010086e+12,-3.1010086e+12
dhdl_modified_91.xvg,0.0000,6.2928726e+22,-4.4855877e+18,0.0000000,-2.7198559e+12,-2.7198559e+12,-2.7198559e+12,-2.7198559e+12,-2.7198559e+12,-2.7198559e+12,-2.7198559e+12,-2.7198559e+12,-2.7198559e+12,-2.7198559e+12
dhdl_modified_92.xvg,0.0000,4.7508977e+22,-3.6923863e+18,0.0000000,-2.3889350e+12,-2.3889350e+12,-2.3889350e+12,-2.3889350e+12,-2.3889350e+12,-2.3889350e+12,-2.3889350e+12,-2.3889350e+12,-2.3889350e+12,-2.3889350e+12
dhdl_modified_93.xvg,0.0000,3.5975531e+22,-3.0457781e+18,0.0000000,-2.1011889e+12,-2.1011889e+12,-2.1011889e+12,-2.1011889e+12,-2.1011889e+12,-2.1011889e+12,-2.1011889e+12,-2.1011889e+12,-2.1011889e+12,-2.1011889e+12
dhdl_modified_94.xvg,0.0000,2.7322454e+22,-2.5175383e+18,0.0000000,-1.8506188e+12,-1.8506188e+12,-1.8506188e+12,-1.8506188e+12,-1.8506188e+12,-1.8506188e+12,-1.8506188e+12,-1.8506188e+12,-1.8506188e+12,-1.8506188e+12
dhdl_modified_95.xvg,0.0000,2.0810440e+22,-2.0850609e+18,0.0000000,-1.6320949e+12,-1.6320949e+12,-1.6320949e+12,-1.6320949e+12,-1.6320949e+12,-1.6320949e+12,-1.6320949e+12,-1.6320949e+12,-1.6320949e+12,-1.6320949e+12
dhdl_modified_96.xvg,0.0000,1.5895257e+22,-1.7302517e+18,0.0000000,-1.4412492e+12,-1.4412492e+12,-1.4412492e+12,-1.4412492e+12,-1.4412492e+12,-1.4412492e+12,-1.4412492e+12,-1.4412492e+12,-1.4412492e+12,-1.4412492e+12
dhdl_modified_97.xvg,0.0000,1.2174599e+22,-1.4385704e+18,0.0000000,-1.2743446e+12,-1.2743446e+12,-1.2743446e+12,-1.2743446e+12,-1.2743446e+12,-1.2743446e+12,-1.2743446e+12,-1.2743446e+12,-1.2743446e+12,-1.2743446e+12
dhdl_modified_98.xvg,0.0000,9.3501095e+21,-1.1983026e+18,0.0000000,-1.1281768e+12,-1.1281768e+12,-1.1281768e+12,-1.1281768e+12,-1.1281768e+12,-1.1281768e+12,-1.1281768e+12,-1.1281768e+12,-1.1281768e+12,-1.1281768e+12
dhdl_modified_99.xvg,0.0000,7.1999835e+21,-9.9999971e+17,0.0000000,-9.9999855e+11,-9.9999855e+11,-9.9999855e+11,-9.9999855e+11,-9.9999855e+11,-9.9999855e+11,-9.9999855e+11,-9.9999855e+11,-9.9999855e+11,-9.9999855e+11
dhdl_modified_100.xvg,0.0000,5.5587373e+21,-8.3601751e+17,0.0000000,-8.8744814e+11,-8.8744814e+11,-8.8744814e+11,-8.8744814e+11,-8.8744814e+11,-8.8744814e+11,-8.8744814e+11,-8.8744814e+11,-8.8744814e+11,-8.8744814e+11
dhdl_modified_101.xvg,0.0000,4.3025612e+21,-7.0015918e+17,0.0000000,-7.8849180e+11,-7.8849180e+11,-7.8849180e+11,-7.8849180e+11,-7.8849180e+11,-7.8849180e+11,-7.8849180e+11,-7.8849180e+11,-7.8849180e+11,-7.8849180e+11
dhdl_modified_102.xvg,0.0000,3.3386045e+21,-5.8739574e+17,0.0000000,-7.0137971e+11,-7.0137971e+11,-7.0137971e+11,-7.0137971e+11,-7.0137971e+11,-7.0137971e+11,-7.0137971e+11,-7.0137971e+11,-7.0137971e+11,-7.0137971e+11
dhdl_modified_103.xvg,0.0000,2.5969641e+21,-4.9362908e+17,0.0000000,-6.2459681e+11,-6.2459681e+11,-6.2459681e+11,-6.2459681e+11,-6.2459681e+11,-6.2459681e+11,-6.2459681e+11,-6.2459681e+11,-6.2459681e+11,-6.2459681e+11
dhdl_modified_104.xvg,0.0000,2.0249330e+21,-4.1552122e+17,0.0000000,-5.5683698e+11,-5.5683698e+11,-5.5683698e+11,-5.5683698e+11,-5.5683698e+11,-5.5683698e+11,-5.5683698e+11,-5.5683698e+11,-5.5683698e+11,-5.5683698e+11
dhdl_modified_105.xvg,0.0000,1.5826312e+21,-3.5034419e+17,0.0000000,-4.9696879e+11,-4.9696879e+11,-4.9696879e+11,-4.9696879e+11,-4.9696879e+11,-4.9696879e+11,-4.9696879e+11,-4.9696879e+11,-4.9696879e+11,-4.9696879e+11
dhdl_modified_106.xvg,0.0000,1.2398058e+21,-2.9586418e+17,0.0000000,-4.4401135e+11,-4.4401135e+11,-4.4401135e+11,-4.4401135e+11,-4.4401135e+11,-4.4401135e+11,-4.4401135e+11,-4.4401135e+11,-4.4401135e+11,-4.4401135e+11
dhdl_modified_107.xvg,0.0000,9.7345088e+20,-2.5024917e+17,0.0000000,-3.9711307e+11,-3.9711307e+11,-3.9711307e+11,-3.9711307e+11,-3.9711307e+11,-3.9711307e+11,-3.9711307e+11,-3.9711307e+11,-3.9711307e+11,-3.9711307e+11
dhdl_modified_108.xvg,0.0000,7.6602352e+20,-2.1199369e+17,0.0000000,-3.5553391e+11,-3.5553391e+11,-3.5553391e+11,-3.5553391e+11,-3.5553391e+11,-3.5553391e+11,-3.5553391e+11,-3.5553391e+11,-3.5553391e+11,-3.5553391e+11
dhdl_modified_109.xvg,0.0000,6.0411982e+20,-1.7985926e+17,0.0000000,-3.1863062e+11,-3.1863063e+11,-3.1863063e+11,-3.1863063e+11,-3.1863063e+11,-3.1863063e+11,-3.1863063e+11,-3.1863063e+11,-3.1863063e+11,-3.1863063e+11
dhdl_modified_110.xvg,0.0000,4.7745735e+20,-1.5282241e+17,0.0000000,-2.8584041e+11,-2.8584041e+11,-2.8584041e+11,-2.8584041e+11,-2.8584041e+11,-2.8584041e+11,-2.8584041e+11,-2.8584041e+11,-2.8584041e+11,-2.8584041e+11
dhdl_modified_111.xvg,0.0000,3.7814977e+20,-1.3003988e+17,0.0000000,-2.5667481e+11,-2.5667481e+11,-2.5667481e+11,-2.5667481e+11,-2.5667481e+11,-2.5667481e+11,-2.5667481e+11,-2.5667481e+11,-2.5667481e+11,-2.5667481e+11
dhdl_modified_112.xvg,0.0000,3.0011816e+20,-1.1081245e+17,0.0000000,-2.3070545e+11,-2.3070545e+11,-2.3070545e+11,-2.3070545e+11,-2.3070545e+11,-2.3070545e+11,-2.3070545e+11,-2.3070545e+11,-2.3070545e+11,-2.3070545e+11
dhdl_modified_113.xvg,0.0000,2.3867405e+20,-9.4561213e+16,0.0000000,-2.0755861e+11,-2.0755861e+11,-2.0755861e+11,-2.0755861e+11,-2.0755861e+11,-2.0755861e+11,-2.0755861e+11,-2.0755861e+11,-2.0755861e+11,-2.0755861e+11
dhdl_modified_114.xvg,0.0000,1.9018981e+20,-8.0805180e+16,0.0000000,-1.8690667e+11,-1.8690667e+11,-1.8690667e+11,-1.8690667e+11,-1.8690667e+11,-1.8690667e+11,-1.8690667e+11,-1.8690667e+11,-1.8690667e+11,-1.8690667e+11
dhdl_modified_115.xvg,0.0000,1.5185297e+20,-6.9144305e+16,0.0000000,-1.6846237e+11,-1.6846237e+11,-1.6846237e+11,-1.6846237e+11,-1.6846237e+11,-1.6846237e+11,-1.6846237e+11,-1.6846237e+11,-1.6846237e+11,-1.6846237e+11
dhdl_modified_116.xvg,0.0000,1.2147857e+20,-5.9245513e+16,0.0000000,-1.5197384e+11,-1.5197384e+11,-1.5197384e+11,-1.5197384e+11,-1.5197384e+11,-1.5197384e+11,-1.5197384e+11,-1.5197384e+11,-1.5197384e+11,-1.5197384e+11
dhdl_modified_117.xvg,0.0000,9.7364376e+19,-5.0830586e+16,0.0000000,-1.3721929e+11,-1.3721929e+11,-1.3721929e+11,-1.3721929e+11,-1.3721929e+11,-1.3721929e+11,-1.3721929e+11,-1.3721929e+11,-1.3721929e+11,-1.3721929e+11
dhdl_modified_118.xvg,0.0000,7.8182727e+19,-4.3667229e+16,0.0000000,-1.2400393e+11,-1.2400393e+11,-1.2400393e+11,-1.2400393e+11,-1.2400393e+11,-1.2400393e+11,-1.2400393e+11,-1.2400393e+11,-1.2400393e+11,-1.2400393e+11
dhdl_modified_119.xvg,0.0000,6.2895377e+19,-3.7561095e+16,0.0000000,-1.1215632e+11,-1.1215632e+11,-1.1215632e+11,-1.1215632e+11,-1.1215632e+11,-1.1215632e+11,-1.1215632e+11,-1.1215632e+11,-1.1215632e+11,-1.1215632e+11
dhdl_modified_120.xvg,0.0000,5.0688744e+19,-3.2349234e+16,0.0000000,-1.0152528e+11,-1.0152528e+11,-1.0152528e+11,-1.0152528e+11,-1.0152528e+11,-1.0152528e+11,-1.0152528e+11,-1.0152528e+11,-1.0152528e+11,-1.0152528e+11
dhdl_modified_121.xvg,0.0000,4.0923735e+19,-2.7894823e+16,0.0000000,-9.1977269e+10,-9.1977269e+10,-9.1977269e+10,-9.1977269e+10,-9.1977269e+10,-9.1977269e+10,-9.1977269e+10,-9.1977269e+10,-9.1977269e+10,-9.1977269e+10
